Date	Open	High	Low	Close	Volume
2015-05-28	54.82	54.82	54.22	54.55	13380900
2015-05-27	54.34	54.98	54.20	54.87	13698100
2015-05-26	54.75	54.84	54.01	54.24	16549800
2015-05-22	54.78	55.33	54.68	54.97	12644000
2015-05-21	54.69	55.10	54.61	54.84	11799200
2015-05-20	55.27	55.30	54.75	54.89	13954600
2015-05-19	54.79	55.37	54.75	55.33	18207400
2015-05-18	54.19	54.90	54.17	54.67	11717600
2015-05-15	54.59	54.61	54.03	54.24	10377200
2015-05-14	54.43	54.73	54.33	54.60	14250800
2015-05-13	53.72	54.36	53.48	54.20	15810400
2015-05-12	53.67	53.98	53.23	53.74	13336900
2015-05-11	53.92	54.16	53.80	53.97	13896800
2015-05-08	53.55	54.11	53.30	54.02	17333500
2015-05-07	52.59	53.44	52.41	53.31	14954200
2015-05-06	53.56	53.90	52.35	52.82	19414800
2015-05-05	53.99	54.30	53.25	53.35	20669100
2015-05-04	53.85	54.26	53.74	54.17	15670100
2015-05-01	53.64	53.84	53.31	53.76	13147600
2015-04-30	53.75	53.97	52.92	53.32	19420600
2015-04-29	52.65	53.99	52.61	53.76	22542400
2015-04-28	52.67	53.10	52.25	53.02	14134500
2015-04-27	52.88	53.39	52.78	52.80	15613000
2015-04-24	53.16	53.22	52.85	52.90	10150500
2015-04-23	53.01	53.40	52.82	53.22	13049600
2015-04-22	52.52	53.38	52.35	53.10	14873400
2015-04-21	53.35	53.46	52.25	52.48	19554400
2015-04-20	53.30	53.57	53.09	53.20	14730000
2015-04-17	53.51	54.10	52.95	53.07	23287000
2015-04-16	53.98	54.46	53.80	54.02	38345600
2015-04-15	52.93	53.38	52.75	53.21	19041100
2015-04-14	52.93	53.00	52.38	52.73	13259700
2015-04-13	52.48	52.95	52.41	52.66	11984400
2015-04-10	52.08	52.68	51.98	52.43	13032000
2015-04-09	51.73	52.21	51.69	52.13	13591400
2015-04-08	51.67	52.22	51.63	51.89	11773000
2015-04-07	51.83	51.93	51.39	51.52	11562700
2015-04-06	51.16	51.96	50.98	51.62	13250800
2015-04-02	51.68	52.22	51.59	51.86	13966900
2015-04-01	51.37	51.90	51.01	51.62	21577700
2015-03-31	51.26	51.77	51.16	51.52	13928900
2015-03-30	51.33	52.00	51.31	51.64	13289200
2015-03-27	51.49	51.49	50.72	51.00	16052400
2015-03-26	51.19	51.46	50.47	51.19	21839600
2015-03-25	51.98	52.11	51.35	51.38	15418200
2015-03-24	52.35	52.44	51.94	51.94	12887700
2015-03-23	53.03	53.05	52.48	52.48	13148900
2015-03-20	52.44	53.17	52.41	52.98	22466200
2015-03-19	53.57	53.62	52.20	52.38	21150000
2015-03-18	53.42	53.94	53.17	53.72	18383700
2015-03-17	53.21	53.99	53.16	53.84	13902900
2015-03-16	53.74	54.04	53.40	53.69	17031600
2015-03-13	53.90	54.24	53.26	53.54	20780600
2015-03-12	54.00	54.72	53.45	54.08	50191200
2015-03-11	51.62	52.76	51.52	52.33	32443600
2015-03-10	52.07	52.30	51.23	51.23	29061300
2015-03-09	52.88	53.17	52.77	52.95	17542600
2015-03-06	53.75	54.01	52.93	53.06	40296600
2015-03-05	53.71	53.73	53.15	53.56	13853800
2015-03-04	53.48	53.86	53.24	53.67	14698100
2015-03-03	53.94	54.00	53.43	53.73	24281900
2015-03-02	52.42	53.52	52.05	53.49	19384200
2015-02-27	52.32	52.87	52.17	52.42	18588400
2015-02-26	52.03	52.49	51.91	52.41	16358100
2015-02-25	51.65	52.11	51.55	52.09	10666000
2015-02-24	51.42	52.30	51.39	51.90	20250900
2015-02-23	51.53	51.54	50.75	51.32	15282600
2015-02-20	51.05	51.91	50.36	51.78	19429400
2015-02-19	51.28	51.54	51.04	51.12	11272000
2015-02-18	51.30	51.67	51.09	51.42	17666800
2015-02-17	50.95	51.80	50.90	51.69	14569400
2015-02-13	51.01	51.49	50.81	51.20	17448500
2015-02-12	49.94	51.09	49.77	50.89	28926800
2015-02-11	49.15	49.88	49.11	49.68	13079500
2015-02-10	50.00	50.06	49.14	49.39	17223700
2015-02-09	48.86	49.51	48.44	49.21	16364900
2015-02-06	49.40	49.95	49.06	49.14	25752200
2015-02-05	48.74	49.00	48.22	48.54	15481900
2015-02-04	48.57	49.00	48.30	48.40	19581800
2015-02-03	48.46	49.22	48.35	48.88	25220200
2015-02-02	47.20	47.77	46.90	47.72	19178200
