date	close
2015-05-28	80.15
2015-05-27	80.55
2015-05-26	79.33
2015-05-22	80.54
2015-05-21	80.48
2015-05-20	80.55
2015-05-19	80.63
2015-05-18	80.88
2015-05-15	80.42
2015-05-14	81.37
2015-05-13	78.44
2015-05-12	77.46
2015-05-11	78.01
2015-05-08	78.51
2015-05-07	78.43
2015-05-06	78.1
2015-05-05	77.56
2015-05-04	78.81
2015-05-01	78.99
2015-04-30	78.77
2015-04-29	80.47
2015-04-28	80.68
2015-04-27	81.91
2015-04-24	81.53
2015-04-23	82.41
2015-04-22	84.63
2015-04-21	83.62
2015-04-20	83.09
2015-04-17	80.78
2015-04-16	82.31
2015-04-15	82.71
2015-04-14	83.52
2015-04-13	83.01
2015-04-10	82.04
2015-04-09	82.17
2015-04-08	82.28
2015-04-07	82.32
2015-04-06	82.44
2015-04-02	81.56
2015-04-01	81.67
2015-03-31	82.22
2015-03-30	83.2
2015-03-27	83.3
2015-03-26	83.01
2015-03-25	82.92
2015-03-24	85.31
2015-03-23	84.43
2015-03-20	83.8
2015-03-19	82.75
2015-03-18	80.91
2015-03-17	79.36
2015-03-16	78.07
2015-03-13	78.05
2015-03-12	78.93
2015-03-11	77.57
2015-03-10	77.55
2015-03-09	79.44
2015-03-06	80.01
2015-03-05	81.21
2015-03-04	80.9
2015-03-03	79.6
2015-03-02	79.75
2015-02-27	78.97
2015-02-26	80.41
2015-02-25	79.56
2015-02-24	78.45
2015-02-23	78.84
2015-02-20	79.9
2015-02-19	79.42
2015-02-18	76.71
2015-02-17	75.6
2015-02-13	75.74
2015-02-12	76.23
2015-02-11	76.51
2015-02-10	75.19
2015-02-09	74.44
2015-02-06	74.47
2015-02-05	75.61
2015-02-04	75.63
2015-02-03	75.4
2015-02-02	74.99
