date	close
2015-05-28	47.45
2015-05-27	47.61
2015-05-26	46.59
2015-05-22	46.9
2015-05-21	47.42
2015-05-20	47.58
2015-05-19	47.58
2015-05-18	47.7
2015-05-15	47.98813
2015-05-14	48.40542
2015-05-13	47.32246
2015-05-12	47.04426
2015-05-11	47.06413
2015-05-08	47.44168
2015-05-07	46.39846
2015-05-06	45.98117
2015-05-05	47.29265
2015-05-04	47.92852
2015-05-01	48.3458
2015-04-30	48.32593
2015-04-29	48.74322
2015-04-28	48.84258
2015-04-27	47.71987
2015-04-24	47.56091
2015-04-23	43.06015
2015-04-22	42.71242
2015-04-21	42.36467
2015-04-20	42.63293
2015-04-17	41.35126
2015-04-16	41.88778
2015-04-15	41.98713
2015-04-14	41.38107
2015-04-13	41.49036
2015-04-10	41.45061
2015-04-09	41.21217
2015-04-08	41.15255
2015-04-07	41.26184
2015-04-06	41.28171
2015-04-02	40.02985
2015-04-01	40.45707
2015-03-31	40.39746
2015-03-30	40.69552
2015-03-27	40.70546
2015-03-26	40.94391
2015-03-25	41.19229
2015-03-24	42.623
2015-03-23	42.58326
2015-03-20	42.60313
2015-03-19	42.01694
2015-03-18	42.22558
2015-03-17	41.43074
2015-03-16	41.29165
2015-03-13	41.11281
2015-03-12	40.75513
2015-03-11	41.70893
2015-03-10	41.75861
2015-03-09	42.57332
2015-03-06	42.08648
2015-03-05	42.83164
2015-03-04	42.78196
2015-03-03	43.00054
2015-03-02	43.59667
2015-02-27	43.56686
2015-02-26	43.77551
2015-02-25	43.70596
2015-02-24	43.80531
2015-02-23	43.86493
2015-02-20	43.5768
2015-02-19	43.21912
2015-02-18	43.24893
2015-02-17	43.29861
2015-02-13	43.27873
2015-02-12	42.50925
2015-02-11	41.80882
2015-02-10	42.02585
2015-02-09	41.78909
2015-02-06	41.83841
2015-02-05	41.87787
2015-02-04	41.27609
2015-02-03	41.03933
2015-02-02	40.72364
