date	close
2015-05-28	43.86
2015-05-27	44.14
2015-05-26	43.33
2015-05-22	43.93
2015-05-21	44.28
2015-05-20	44.29
2015-05-19	44.32
2015-05-18	44.24
2015-05-15	44.15
2015-05-14	44.38
2015-05-13	43.79
2015-05-12	43.57
2015-05-11	43.84
2015-05-08	44.01
2015-05-07	43.48
2015-05-06	43.26
2015-05-05	43.92
2015-05-04	44.59
2015-05-01	44.37
2015-04-30	43.62
2015-04-29	44.73
2015-04-28	44.5
2015-04-27	43.61
2015-04-24	43.08
2015-04-23	43.39
2015-04-22	43.55
2015-04-21	43.42
2015-04-20	43.32
2015-04-17	43.0
2015-04-16	43.46
2015-04-15	43.99
2015-04-14	42.73
2015-04-13	43.08
2015-04-10	43.51
2015-04-09	43.2
2015-04-08	43.11
2015-04-07	42.96
2015-04-06	42.96
2015-04-02	42.62
2015-04-01	42.79
2015-03-31	42.99927
2015-03-30	43.28825
2015-03-27	42.49105
2015-03-26	42.83983
2015-03-25	42.78004
2015-03-24	43.55731
2015-03-23	44.09542
2015-03-20	44.25486
2015-03-19	44.00574
2015-03-18	43.97585
2015-03-17	42.72024
2015-03-16	43.25836
2015-03-13	42.23196
2015-03-12	41.47461
2015-03-11	41.32513
2015-03-10	41.67391
2015-03-09	42.54087
2015-03-06	42.23196
2015-03-05	43.647
2015-03-04	43.45766
2015-03-03	43.22846
2015-03-02	43.87619
2015-02-27	43.66693
2015-02-26	43.73668
2015-02-25	43.57724
2015-02-24	43.72672
2015-02-23	43.62706
2015-02-20	43.6171
2015-02-19	43.95591
2015-02-18	43.94595
2015-02-17	43.68686
2015-02-13	43.77654
2015-02-12	43.73668
2015-02-11	43.20853
2015-02-10	43.83633
2015-02-09	43.24839
2015-02-06	42.82986
2015-02-05	43.00923
2015-02-04	42.27182
2015-02-03	42.88965
2015-02-02	42.53091
