date	close
2015-05-28	34.44
2015-05-27	34.3
2015-05-26	34.11
2015-05-22	34.28
2015-05-21	34.36
2015-05-20	34.3
2015-05-19	34.21
2015-05-18	33.98
2015-05-15	33.99
2015-05-14	33.94
2015-05-13	33.53
2015-05-12	33.78
2015-05-11	33.96
2015-05-08	34.02
2015-05-07	33.58
2015-05-06	33.46
2015-05-05	33.84
2015-05-04	34.03836
2015-05-01	33.80033
2015-04-30	33.65156
2015-04-29	34.00861
2015-04-28	34.19704
2015-04-27	34.30614
2015-04-24	34.98056
2015-04-23	35.06982
2015-04-22	34.64335
2015-04-21	34.60368
2015-04-20	34.72269
2015-04-17	34.75245
2015-04-16	34.90122
2015-04-15	34.92105
2015-04-14	34.74253
2015-04-13	34.80204
2015-04-10	35.14917
2015-04-09	34.74253
2015-04-08	34.35573
2015-04-07	34.25655
2015-04-06	34.19704
2015-04-02	34.09787
2015-04-01	34.04828
2015-03-31	34.50451
2015-03-30	34.71278
2015-03-27	34.24664
2015-03-26	33.87967
2015-03-25	34.01852
2015-03-24	34.23672
2015-03-23	34.76237
2015-03-20	33.96893
2015-03-19	33.86975
2015-03-18	34.09787
2015-03-17	33.88959
2015-03-16	34.15737
2015-03-13	33.72099
2015-03-12	33.72099
2015-03-11	33.35402
2015-03-10	33.50279
2015-03-09	33.75074
2015-03-06	33.69123
2015-03-05	34.18713
2015-03-04	34.35573
2015-03-03	34.27639
2015-03-02	34.48467
2015-02-27	34.03836
2015-02-26	34.30614
2015-02-25	34.37557
2015-02-24	34.0582
2015-02-23	34.10778
2015-02-20	34.27639
2015-02-19	34.12762
2015-02-18	34.19704
2015-02-17	34.29623
2015-02-13	34.35573
2015-02-12	34.58384
2015-02-11	33.96893
2015-02-10	33.86975
2015-02-09	32.79862
2015-02-06	32.8978
2015-02-05	32.71928
2015-02-04	31.80682
2015-02-03	31.47953
2015-02-02	31.11578
