date	close
2015-05-28	31.18
2015-05-27	31.24
2015-05-26	31.63
2015-05-22	31.72
2015-05-21	31.81
2015-05-20	32.17
2015-05-19	32.61
2015-05-18	32.45
2015-05-15	32.74
2015-05-14	32.19
2015-05-13	32.0
2015-05-12	31.51
2015-05-11	30.84
2015-05-08	30.64
2015-05-07	30.3
2015-05-06	29.96
2015-05-05	30.33
2015-05-04	31.15
2015-05-01	30.91
2015-04-30	30.23
2015-04-29	30.7
2015-04-28	31.01
2015-04-27	31.19
2015-04-24	31.34
2015-04-23	30.72
2015-04-22	32.35
2015-04-21	30.88
2015-04-20	30.36
2015-04-17	30.01
2015-04-16	31.08
2015-04-15	31.75
2015-04-14	31.13
2015-04-13	30.37
2015-04-10	30.56
2015-04-09	29.9
2015-04-08	29.52
2015-04-07	28.97
2015-04-06	29.35
2015-04-02	27.85
2015-04-01	27.26
2015-03-31	26.78
2015-03-30	27.09
2015-03-27	26.78
2015-03-26	26.54
2015-03-25	26.69
2015-03-24	27.57
2015-03-23	27.78
2015-03-20	27.91
2015-03-19	27.85
2015-03-18	28.11
2015-03-17	26.75
2015-03-16	25.82
2015-03-13	26.56
2015-03-12	27.13
2015-03-11	26.84
2015-03-10	26.57
2015-03-09	27.27
2015-03-06	27.51
2015-03-05	28.06
2015-03-04	27.89
2015-03-03	27.83
2015-03-02	28.11
2015-02-27	28.32
2015-02-26	28.13
2015-02-25	27.69
2015-02-24	27.74
2015-02-23	27.03
2015-02-20	27.26
2015-02-19	27.37
2015-02-18	28.02
2015-02-17	26.6
2015-02-13	27.3
2015-02-12	27.11
2015-02-11	26.1
2015-02-10	26.06
2015-02-09	25.69
2015-02-06	26.57
2015-02-05	26.82
2015-02-04	25.94
2015-02-03	23.39
2015-02-02	23.33
