date	close
2015-05-28	74.84
2015-05-27	75.19
2015-05-26	74.9
2015-05-22	75.86
2015-05-21	76.11
2015-05-20	75.9
2015-05-19	76.43
2015-05-18	79.92
2015-05-15	79.24
2015-05-14	78.72
2015-05-13	78.16
2015-05-12	78.96
2015-05-11	78.1
2015-05-08	78.53
2015-05-07	78.03
2015-05-06	77.65
2015-05-05	77.64
2015-05-04	78.68342
2015-05-01	78.10705
2015-04-30	77.5605
2015-04-29	77.39156
2015-04-28	78.60391
2015-04-27	78.87222
2015-04-24	79.33927
2015-04-23	78.68342
2015-04-22	77.93812
2015-04-21	77.54063
2015-04-20	77.64993
2015-04-17	77.39156
2015-04-16	78.74303
2015-04-15	79.2399
2015-04-14	79.64733
2015-04-13	79.78645
2015-04-10	80.1442
2015-04-09	80.333
2015-04-08	80.52181
2015-04-07	79.99513
2015-04-06	80.48206
2015-04-02	80.22369
2015-04-01	80.20382
2015-03-31	81.73416
2015-03-30	82.01241
2015-03-27	80.83981
2015-03-26	81.37642
2015-03-25	80.80999
2015-03-24	82.52914
2015-03-23	82.78751
2015-03-20	82.71795
2015-03-19	81.00874
2015-03-18	82.01241
2015-03-17	82.10184
2015-03-16	82.76764
2015-03-13	81.38636
2015-03-12	81.38636
2015-03-11	80.18394
2015-03-10	81.06837
2015-03-09	81.86848
2015-03-06	81.58202
2015-03-05	82.55006
2015-03-04	81.57214
2015-03-03	82.3525
2015-03-02	82.9353
2015-02-27	82.90566
2015-02-26	82.77725
2015-02-25	82.55006
2015-02-24	83.53785
2015-02-23	83.56748
2015-02-20	83.27115
2015-02-19	82.50066
2015-02-18	85.23686
2015-02-17	84.91089
2015-02-13	84.76272
2015-02-12	84.84174
2015-02-11	85.28625
2015-02-10	86.22466
2015-02-09	84.8615
2015-02-06	86.26417
2015-02-05	86.21478
2015-02-04	85.59247
2015-02-03	85.13808
2015-02-02	84.66394
