date	close
2015-05-28	539.78003
2015-05-27	539.78998
2015-05-26	532.32001
2015-05-22	540.10999
2015-05-21	542.51001
2015-05-20	539.27002
2015-05-19	537.35999
2015-05-18	532.29999
2015-05-15	533.84998
2015-05-14	538.40002
2015-05-13	529.62
2015-05-12	529.03998
2015-05-11	535.70001
2015-05-08	538.21997
2015-05-07	530.70001
2015-05-06	524.21997
2015-05-05	530.79999
2015-05-04	540.78003
2015-05-01	537.90002
2015-04-30	537.34003
2015-04-29	549.08002
2015-04-28	553.67999
2015-04-27	555.37
2015-04-24	565.06256
2015-04-23	547.0025
2015-04-22	539.36743
2015-04-21	533.97241
2015-04-20	535.38239
2015-04-17	524.05237
2015-04-16	533.80237
2015-04-15	532.53241
2015-04-14	530.3924
2015-04-13	539.17242
2015-04-10	540.01245
2015-04-09	540.78247
2015-04-08	541.61243
2015-04-07	537.02246
2015-04-06	536.76746
2015-04-02	535.53247
2015-04-01	542.56244
2015-03-31	548.00244
2015-03-30	552.03253
2015-03-27	548.34253
2015-03-26	555.17255
2015-03-25	558.78748
2015-03-24	570.19263
2015-03-23	558.8125
2015-03-20	560.36255
2015-03-19	557.99249
2015-03-18	559.5025
2015-03-17	550.84253
2015-03-16	554.51251
2015-03-13	547.32251
2015-03-12	555.51251
2015-03-11	551.1825
2015-03-10	555.01251
2015-03-09	568.85254
2015-03-06	567.68756
2015-03-05	575.33258
2015-03-04	573.37256
2015-03-03	573.64264
2015-03-02	571.34259
2015-02-27	558.40259
2015-02-26	555.48254
2015-02-25	543.8725
2015-02-24	536.09241
2015-02-23	531.91235
2015-02-20	538.95245
2015-02-19	542.87244
2015-02-18	539.70239
2015-02-17	542.84253
2015-02-13	549.01251
2015-02-12	542.9325
2015-02-11	535.97241
2015-02-10	536.94238
2015-02-09	527.8324
2015-02-06	531.00244
2015-02-05	527.5824
2015-02-04	522.76233
2015-02-03	529.24237
2015-02-02	528.48236
