date	close
2015-05-28	56.21
2015-05-27	56.07
2015-05-26	55.66
2015-05-22	56.0
2015-05-21	56.01
2015-05-20	56.08
2015-05-19	56.4
2015-05-18	55.75
2015-05-15	55.52
2015-05-14	56.04
2015-05-13	55.6
2015-05-12	55.47
2015-05-11	55.51
2015-05-08	56.05
2015-05-07	54.81
2015-05-06	54.92
2015-05-05	55.345
2015-05-04	55.35493
2015-05-01	54.81857
2015-04-30	54.72917
2015-04-29	55.08675
2015-04-28	55.03709
2015-04-27	54.60005
2015-04-24	54.33187
2015-04-23	54.49079
2015-04-22	54.30206
2015-04-21	53.91469
2015-04-20	53.99415
2015-04-17	53.68624
2015-04-16	54.44112
2015-04-15	54.44112
2015-04-14	53.82529
2015-04-13	54.22261
2015-04-10	53.95442
2015-04-09	53.82529
2015-04-08	53.63657
2015-04-07	53.65644
2015-04-06	53.71604
2015-04-02	54.00409
2015-04-01	53.57698
2015-03-31	54.03389
2015-03-30	54.40139
2015-03-27	53.75577
2015-03-26	54.13321
2015-03-25	54.17294
2015-03-24	54.97749
2015-03-23	55.40459
2015-03-20	55.63305
2015-03-19	55.13641
2015-03-18	55.79197
2015-03-17	55.53372
2015-03-16	55.35493
2015-03-13	54.96756
2015-03-12	55.21587
2015-03-11	53.3386
2015-03-10	52.93135
2015-03-09	54.30206
2015-03-06	54.22261
2015-03-05	54.47092
2015-03-04	54.45106
2015-03-03	55.07682
2015-03-02	55.17614
2015-02-27	54.42126
2015-02-26	54.77884
2015-02-25	54.95763
2015-02-24	54.99735
2015-02-23	54.72917
2015-02-20	54.46099
2015-02-19	54.19281
2015-02-18	54.15308
2015-02-17	54.99735
2015-02-13	54.95763
2015-02-12	54.49079
2015-02-11	53.53725
2015-02-10	54.20274
2015-02-09	53.84516
2015-02-06	54.08355
2015-02-05	53.3088
2015-02-04	52.6731
2015-02-03	52.74263
2015-02-02	52.1111
