date	close
2015-05-28	426.57001
2015-05-27	431.42001
2015-05-26	425.47
2015-05-22	427.63
2015-05-21	431.63
2015-05-20	423.85999
2015-05-19	421.70999
2015-05-18	425.23999
2015-05-15	426.0
2015-05-14	432.28
2015-05-13	426.87
2015-05-12	431.01999
2015-05-11	432.85001
2015-05-08	433.69
2015-05-07	426.88
2015-05-06	419.10001
2015-05-05	421.19
2015-05-04	423.04001
2015-05-01	422.87
2015-04-30	421.78
2015-04-29	429.37
2015-04-28	429.31
2015-04-27	438.56
2015-04-24	445.10001
2015-04-23	389.98999
2015-04-22	389.79999
2015-04-21	391.17999
2015-04-20	389.51001
2015-04-17	375.56
2015-04-16	386.04001
2015-04-15	383.45001
2015-04-14	385.10999
2015-04-13	382.35999
2015-04-10	382.64999
2015-04-09	383.54001
2015-04-08	381.20001
2015-04-07	374.41
2015-04-06	377.04001
2015-04-02	372.25
2015-04-01	370.26001
2015-03-31	372.10001
2015-03-30	374.59
2015-03-27	370.56
2015-03-26	367.35001
2015-03-25	370.95999
2015-03-24	374.09
2015-03-23	375.10999
2015-03-20	378.48999
2015-03-19	373.23999
2015-03-18	375.14001
2015-03-17	371.92001
2015-03-16	373.35001
2015-03-13	370.57999
2015-03-12	374.23999
2015-03-11	366.37
2015-03-10	369.51001
2015-03-09	378.56
2015-03-06	380.09
2015-03-05	387.82999
2015-03-04	382.72
2015-03-03	384.60999
2015-03-02	385.66
2015-02-27	380.16
2015-02-26	384.79999
2015-02-25	385.37
2015-02-24	378.59
2015-02-23	380.14001
2015-02-20	383.66
2015-02-19	379.0
2015-02-18	373.37
2015-02-17	375.42999
2015-02-13	381.82999
2015-02-12	377.17001
2015-02-11	375.14001
2015-02-10	373.0
2015-02-09	370.56
2015-02-06	374.28
2015-02-05	373.89001
2015-02-04	364.75
2015-02-03	363.54999
2015-02-02	364.47
