date	close
2015-05-28	34.01
2015-05-27	33.71
2015-05-26	33.1
2015-05-22	33.45
2015-05-21	33.55
2015-05-20	33.37
2015-05-19	33.15
2015-05-18	33.41
2015-05-15	32.99
2015-05-14	32.97
2015-05-13	32.64
2015-05-12	32.25
2015-05-11	32.69
2015-05-08	32.8
2015-05-07	32.24
2015-05-06	32.22
2015-05-05	32.64
2015-05-04	33.19
2015-05-01	33.18007
2015-04-30	32.31631
2015-04-29	32.65388
2015-04-28	32.78294
2015-04-27	32.26668
2015-04-24	31.84969
2015-04-23	32.11775
2015-04-22	32.46524
2015-04-21	32.19718
2015-04-20	32.49503
2015-04-17	32.23689
2015-04-16	32.63402
2015-04-15	32.59431
2015-04-14	31.26393
2015-04-13	31.5022
2015-04-10	31.70077
2015-04-09	31.01572
2015-04-08	31.08522
2015-04-07	31.03558
2015-04-06	30.81716
2015-04-02	30.58881
2015-04-01	30.58881
2015-03-31	31.04551
2015-03-30	31.23414
2015-03-27	31.77027
2015-03-26	29.86405
2015-03-25	29.67541
2015-03-24	30.56895
2015-03-23	30.97601
2015-03-20	31.08522
2015-03-19	30.51931
2015-03-18	30.66823
2015-03-17	30.37039
2015-03-16	30.60867
2015-03-13	30.70795
2015-03-12	30.57888
2015-03-11	32.0979
2015-03-10	31.47242
2015-03-09	32.4851
2015-03-06	32.95172
2015-03-05	33.48785
2015-03-04	33.87505
2015-03-03	33.85519
2015-03-02	33.81548
2015-02-27	33.01129
2015-02-26	33.40842
2015-02-25	33.70627
2015-02-24	34.16296
2015-02-23	33.51763
2015-02-20	34.16296
2015-02-19	33.9644
2015-02-18	34.02397
2015-02-17	34.4906
2015-02-13	34.11332
2015-02-12	33.88498
2015-02-11	33.30914
2015-02-10	33.45806
2015-02-09	32.69359
2015-02-06	33.06093
2015-02-05	33.69633
2015-02-04	33.35878
2015-02-03	33.21978
2015-02-02	33.1705
