date	close
2015-05-28	36.39
2015-05-27	35.81
2015-05-26	35.52
2015-05-22	35.7
2015-05-21	35.58
2015-05-20	35.02
2015-05-19	35.12
2015-05-18	35.05
2015-05-15	34.91
2015-05-14	34.65
2015-05-13	34.8
2015-05-12	34.74
2015-05-11	35.22
2015-05-08	35.32
2015-05-07	34.88
2015-05-06	34.77
2015-05-05	35.01
2015-05-04	35.4
2015-05-01	35.42
2015-04-30	35.06
2015-04-29	35.51
2015-04-28	35.72
2015-04-27	35.78
2015-04-24	35.59
2015-04-23	35.92
2015-04-22	37.16
2015-04-21	37.16
2015-04-20	37.11
2015-04-17	36.64
2015-04-16	37.08
2015-04-15	36.94
2015-04-14	36.48
2015-04-13	36.4
2015-04-10	36.57
2015-04-09	36.29
2015-04-08	36.11
2015-04-07	35.73
2015-04-06	36.66
2015-04-02	36.5
2015-04-01	36.74
2015-03-31	37.5
2015-03-30	37.68
2015-03-27	37.31
2015-03-26	37.35
2015-03-25	37.38
2015-03-24	37.85
2015-03-23	38.59
2015-03-20	38.87
2015-03-19	38.65
2015-03-18	38.5
2015-03-17	38.29
2015-03-16	38.58
2015-03-13	38.05
2015-03-12	38.43
2015-03-11	37.78
2015-03-10	37.55
2015-03-09	37.66
2015-03-06	36.54
2015-03-05	37.30373
2015-03-04	37.26406
2015-03-03	37.49218
2015-03-02	37.30373
2015-02-27	37.00618
2015-02-26	37.25414
2015-02-25	37.5517
2015-02-24	37.44259
2015-02-23	37.38308
2015-02-20	37.34341
2015-02-19	37.20454
2015-02-18	36.88715
2015-02-17	36.93674
2015-02-13	37.31365
2015-02-12	37.71039
2015-02-11	37.36324
2015-02-10	37.21446
2015-02-09	35.70684
2015-02-06	35.70684
2015-02-05	35.9548
2015-02-04	35.53823
2015-02-03	33.70329
2015-02-02	32.84037
