date	close
2015-05-28	29.35
2015-05-27	29.31
2015-05-26	28.95
2015-05-22	29.26
2015-05-21	29.43
2015-05-20	29.62
2015-05-19	29.74
2015-05-18	29.76
2015-05-15	29.55
2015-05-14	29.05
2015-05-13	29.35
2015-05-12	29.23
2015-05-11	29.21
2015-05-08	29.23
2015-05-07	28.81
2015-05-06	28.97
2015-05-05	28.89
2015-05-04	29.17
2015-05-01	29.13
2015-04-30	28.83
2015-04-29	29.05
2015-04-28	29.32
2015-04-27	28.89
2015-04-24	28.82
2015-04-23	28.68
2015-04-22	28.62
2015-04-21	28.69
2015-04-20	28.48
2015-04-17	27.92
2015-04-16	28.6
2015-04-15	28.25
2015-04-14	27.81
2015-04-13	27.98
2015-04-10	28.04
2015-04-09	27.63
2015-04-08	27.55
2015-04-07	27.39
2015-04-06	27.22
2015-04-02	27.13
2015-04-01	27.25
2015-03-31	27.53
2015-03-30	27.44
2015-03-27	26.92395
2015-03-26	26.88425
2015-03-25	27.25144
2015-03-24	27.78734
2015-03-23	28.19423
2015-03-20	28.224
2015-03-19	28.04537
2015-03-18	27.9362
2015-03-17	27.9362
2015-03-16	28.08506
2015-03-13	27.7278
2015-03-12	28.02552
2015-03-11	28.04537
2015-03-10	28.44233
2015-03-09	29.13701
2015-03-06	28.71028
2015-03-05	29.07747
2015-03-04	29.10724
2015-03-03	29.31565
2015-03-02	29.96071
2015-02-27	29.28587
2015-02-26	29.68283
2015-02-25	29.26603
2015-02-24	29.40496
2015-02-23	29.40496
2015-02-20	29.38511
2015-02-19	29.08739
2015-02-18	29.26603
2015-02-17	29.08739
2015-02-13	29.20648
2015-02-12	29.23625
2015-02-11	26.72547
2015-02-10	27.28122
2015-02-09	26.91403
2015-02-06	27.03311
2015-02-05	27.05296
2015-02-04	26.48729
2015-02-03	26.91403
2015-02-02	26.62623
